source,target,from,to
11040,11040,en,ja
110400,110400,en,ja
110401,110401,en,ja
110402,110402,en,ja
110403,110403,en,ja
110404,110404,en,ja
110405,110405,en,ja
110406,110406,en,ja
110407,110407,en,ja
110408,110408,en,ja
110409,110409,en,ja
11041,11041,en,ja
110410,110410,en,ja
110411,110411,en,ja
110412,110412,en,ja
110413,110413,en,ja
110414,110414,en,ja
110415,110415,en,ja
110416,110416,en,ja
110417,110417,en,ja
110418,110418,en,ja
110419,110419,en,ja
11042,11042,en,ja
110420,110420,en,ja
110421,110421,en,ja
110422,110422,en,ja
110423,110423,en,ja
110424,110424,en,ja
110425,110425,en,ja
110426,110426,en,ja
110427,110427,en,ja
110428,110428,en,ja
110429,110429,en,ja
11043,11043,en,ja
110430,110430,en,ja
110431,110431,en,ja
110432,110432,en,ja
110433,110433,en,ja
110434,110434,en,ja
110435,110435,en,ja
110436,110436,en,ja
110437,110437,en,ja
110438,110438,en,ja
110439,110439,en,ja
11044,11044,en,ja
110440,110440,en,ja
110441,110441,en,ja
110442,110442,en,ja
110443,110443,en,ja
110444,110444,en,ja
110445,110445,en,ja
110446,110446,en,ja
110447,110447,en,ja
110448,110448,en,ja
110449,110449,en,ja
11045,11045,en,ja
110450,110450,en,ja
110451,110451,en,ja
110452,110452,en,ja
110453,110453,en,ja
110454,110454,en,ja
110455,110455,en,ja
110456,110456,en,ja
110457,110457,en,ja
110458,110458,en,ja
110459,110459,en,ja
11046,11046,en,ja
110460,110460,en,ja
110461,110461,en,ja
110462,110462,en,ja
110463,110463,en,ja
110464,110464,en,ja
110465,110465,en,ja
110466,110466,en,ja
110467,110467,en,ja
110468,110468,en,ja
110469,110469,en,ja
11047,11047,en,ja
110470,110470,en,ja
110471,110471,en,ja
110472,110472,en,ja
110473,110473,en,ja
110474,110474,en,ja
110475,110475,en,ja
110476,110476,en,ja
110477,110477,en,ja
110478,110478,en,ja
110479,110479,en,ja
11048,11048,en,ja
110480,110480,en,ja
110481,110481,en,ja
110482,110482,en,ja
110483,110483,en,ja
110484,110484,en,ja
110485,110485,en,ja
110486,110486,en,ja
110487,110487,en,ja
110488,110488,en,ja
110489,110489,en,ja
11049,11049,en,ja
110490,110490,en,ja
110491,110491,en,ja
110492,110492,en,ja
110493,110493,en,ja
110494,110494,en,ja
110495,110495,en,ja
110496,110496,en,ja
110497,110497,en,ja
110498,110498,en,ja
110499,110499,en,ja
1105,1105,en,ja
11050,11050,en,ja
110500,110500,en,ja
110501,110501,en,ja
110502,110502,en,ja
110503,110503,en,ja
110504,110504,en,ja
110505,110505,en,ja
110506,110506,en,ja
110507,110507,en,ja
110508,110508,en,ja
110509,110509,en,ja
11051,11051,en,ja
110510,110510,en,ja
110511,110511,en,ja
110512,110512,en,ja
110513,110513,en,ja
110514,110514,en,ja
110515,110515,en,ja
110516,110516,en,ja
110517,110517,en,ja
110518,110518,en,ja
110519,110519,en,ja
11052,11052,en,ja
110520,110520,en,ja
110521,110521,en,ja
110522,110522,en,ja
110523,110523,en,ja
110524,110524,en,ja
110525,110525,en,ja
110526,110526,en,ja
110527,110527,en,ja
110528,110528,en,ja
110529,110529,en,ja
11053,11053,en,ja
110530,110530,en,ja
110531,110531,en,ja
110532,110532,en,ja
110533,110533,en,ja
110534,110534,en,ja
110535,110535,en,ja
110536,110536,en,ja
110537,110537,en,ja
110538,110538,en,ja
110539,110539,en,ja
11054,11054,en,ja
110540,110540,en,ja
110541,110541,en,ja
110542,110542,en,ja
110543,110543,en,ja
110544,110544,en,ja
110545,110545,en,ja
110546,110546,en,ja
110547,110547,en,ja
110548,110548,en,ja
110549,110549,en,ja
11055,11055,en,ja
110550,110550,en,ja
110551,110551,en,ja
110552,110552,en,ja
110553,110553,en,ja
110554,110554,en,ja
110555,110555,en,ja
110556,110556,en,ja
110557,110557,en,ja
110558,110558,en,ja
110559,110559,en,ja
11056,11056,en,ja
110560,110560,en,ja
110561,110561,en,ja
110562,110562,en,ja
110563,110563,en,ja
110564,110564,en,ja
110565,110565,en,ja
110566,110566,en,ja
110567,110567,en,ja
110568,110568,en,ja
110569,110569,en,ja
11057,11057,en,ja
110570,110570,en,ja
110571,110571,en,ja
110572,110572,en,ja
110573,110573,en,ja
110574,110574,en,ja
110575,110575,en,ja
110576,110576,en,ja
110577,110577,en,ja
110578,110578,en,ja
110579,110579,en,ja
11058,11058,en,ja
110580,110580,en,ja
110581,110581,en,ja
110582,110582,en,ja
110583,110583,en,ja
110584,110584,en,ja
110585,110585,en,ja
110586,110586,en,ja
110587,110587,en,ja
110588,110588,en,ja
110589,110589,en,ja
11059,11059,en,ja
110590,110590,en,ja
110591,110591,en,ja
110592,110592,en,ja
110593,110593,en,ja
110594,110594,en,ja
110595,110595,en,ja
110596,110596,en,ja
110597,110597,en,ja
110598,110598,en,ja
110599,110599,en,ja
1106,1106,en,ja
11060,11060,en,ja
110600,110600,en,ja
110601,110601,en,ja
110602,110602,en,ja
110603,110603,en,ja
110604,110604,en,ja
110605,110605,en,ja
110606,110606,en,ja
110607,110607,en,ja
110608,110608,en,ja
110609,110609,en,ja
11061,11061,en,ja
110610,110610,en,ja
110611,110611,en,ja
110612,110612,en,ja
110613,110613,en,ja
110614,110614,en,ja
110615,110615,en,ja
110616,110616,en,ja
110617,110617,en,ja
110618,110618,en,ja
110619,110619,en,ja
11062,11062,en,ja
110620,110620,en,ja
110621,110621,en,ja
110622,110622,en,ja
110623,110623,en,ja
110624,110624,en,ja
110625,110625,en,ja
110626,110626,en,ja
110627,110627,en,ja
110628,110628,en,ja
110629,110629,en,ja
11063,11063,en,ja
110630,110630,en,ja
110631,110631,en,ja
110632,110632,en,ja
110633,110633,en,ja
110634,110634,en,ja
110635,110635,en,ja
110636,110636,en,ja
110637,110637,en,ja
110638,110638,en,ja
110639,110639,en,ja
11064,11064,en,ja
110640,110640,en,ja
110641,110641,en,ja
110642,110642,en,ja
110643,110643,en,ja
110644,110644,en,ja
110645,110645,en,ja
110646,110646,en,ja
110647,110647,en,ja
110648,110648,en,ja
110649,110649,en,ja
11065,11065,en,ja
110650,110650,en,ja
110651,110651,en,ja
110652,110652,en,ja
110653,110653,en,ja
110654,110654,en,ja
110655,110655,en,ja
110656,110656,en,ja
110657,110657,en,ja
110658,110658,en,ja
110659,110659,en,ja
11066,11066,en,ja
110660,110660,en,ja
110661,110661,en,ja
110662,110662,en,ja
110663,110663,en,ja
110664,110664,en,ja
110665,110665,en,ja
110666,110666,en,ja
110667,110667,en,ja
110668,110668,en,ja
110669,110669,en,ja
11067,11067,en,ja
110670,110670,en,ja
110671,110671,en,ja
110672,110672,en,ja
110673,110673,en,ja
110674,110674,en,ja
110675,110675,en,ja
110676,110676,en,ja
110677,110677,en,ja
110678,110678,en,ja
110679,110679,en,ja
11068,11068,en,ja
110680,110680,en,ja
110681,110681,en,ja
110682,110682,en,ja
110683,110683,en,ja
110684,110684,en,ja
110685,110685,en,ja
110686,110686,en,ja
110687,110687,en,ja
110688,110688,en,ja
110689,110689,en,ja
11069,11069,en,ja
110690,110690,en,ja
110691,110691,en,ja
110692,110692,en,ja
110693,110693,en,ja
110694,110694,en,ja
110695,110695,en,ja
110696,110696,en,ja
110697,110697,en,ja
110698,110698,en,ja
110699,110699,en,ja
1107,1107,en,ja
11070,11070,en,ja
110700,110700,en,ja
110701,110701,en,ja
110702,110702,en,ja
110703,110703,en,ja
110704,110704,en,ja
110705,110705,en,ja
110706,110706,en,ja
110707,110707,en,ja
110708,110708,en,ja
110709,110709,en,ja
11071,11071,en,ja
110710,110710,en,ja
110711,110711,en,ja
110712,110712,en,ja
110713,110713,en,ja
110714,110714,en,ja
110715,110715,en,ja
110716,110716,en,ja
110717,110717,en,ja
110718,110718,en,ja
110719,110719,en,ja
11072,11072,en,ja
110720,110720,en,ja
110721,110721,en,ja
110722,110722,en,ja
110723,110723,en,ja
110724,110724,en,ja
110725,110725,en,ja
110726,110726,en,ja
110727,110727,en,ja
110728,110728,en,ja
110729,110729,en,ja
11073,11073,en,ja
110730,110730,en,ja
110731,110731,en,ja
110732,110732,en,ja
110733,110733,en,ja
110734,110734,en,ja
110735,110735,en,ja
110736,110736,en,ja
110737,110737,en,ja
110738,110738,en,ja
110739,110739,en,ja
11074,11074,en,ja
110740,110740,en,ja
110741,110741,en,ja
110742,110742,en,ja
110743,110743,en,ja
110744,110744,en,ja
110745,110745,en,ja
110746,110746,en,ja
110747,110747,en,ja
110748,110748,en,ja
110749,110749,en,ja
11075,11075,en,ja
110750,110750,en,ja
110751,110751,en,ja
110752,110752,en,ja
110753,110753,en,ja
110754,110754,en,ja
110755,110755,en,ja
110756,110756,en,ja
110757,110757,en,ja
110758,110758,en,ja
110759,110759,en,ja
11076,11076,en,ja
110760,110760,en,ja
110761,110761,en,ja
110762,110762,en,ja
110763,110763,en,ja
110764,110764,en,ja
110765,110765,en,ja
110766,110766,en,ja
110767,110767,en,ja
110768,110768,en,ja
110769,110769,en,ja
11077,11077,en,ja
110770,110770,en,ja
110771,110771,en,ja
110772,110772,en,ja
110773,110773,en,ja
110774,110774,en,ja
110775,110775,en,ja
110776,110776,en,ja
110777,110777,en,ja
110778,110778,en,ja
110779,110779,en,ja
11078,11078,en,ja
110780,110780,en,ja
110781,110781,en,ja
110782,110782,en,ja
110783,110783,en,ja
110784,110784,en,ja
110785,110785,en,ja
110786,110786,en,ja
110787,110787,en,ja
110788,110788,en,ja
110789,110789,en,ja
11079,11079,en,ja
110790,110790,en,ja
110791,110791,en,ja
110792,110792,en,ja
110793,110793,en,ja
110794,110794,en,ja
110795,110795,en,ja
110796,110796,en,ja
110797,110797,en,ja
110798,110798,en,ja
110799,110799,en,ja
1108,1108,en,ja
11080,11080,en,ja
110800,110800,en,ja
110801,110801,en,ja
110802,110802,en,ja
110803,110803,en,ja
110804,110804,en,ja
110805,110805,en,ja
110806,110806,en,ja
110807,110807,en,ja
110808,110808,en,ja
110809,110809,en,ja
11081,11081,en,ja
110810,110810,en,ja
110811,110811,en,ja
110812,110812,en,ja
110813,110813,en,ja
110814,110814,en,ja
110815,110815,en,ja
110816,110816,en,ja
110817,110817,en,ja
110818,110818,en,ja
110819,110819,en,ja
11082,11082,en,ja
110820,110820,en,ja
110821,110821,en,ja
110822,110822,en,ja
110823,110823,en,ja
110824,110824,en,ja
110825,110825,en,ja
110826,110826,en,ja
110827,110827,en,ja
110828,110828,en,ja
110829,110829,en,ja
11083,11083,en,ja
110830,110830,en,ja
110831,110831,en,ja
110832,110832,en,ja
110833,110833,en,ja
110834,110834,en,ja
110835,110835,en,ja
110836,110836,en,ja
110837,110837,en,ja
110838,110838,en,ja
110839,110839,en,ja
11084,11084,en,ja
110840,110840,en,ja
110841,110841,en,ja
110842,110842,en,ja
110843,110843,en,ja
110844,110844,en,ja
110845,110845,en,ja
110846,110846,en,ja
110847,110847,en,ja
110848,110848,en,ja
110849,110849,en,ja
11085,11085,en,ja
110850,110850,en,ja
110851,110851,en,ja
110852,110852,en,ja
110853,110853,en,ja
110854,110854,en,ja
110855,110855,en,ja
110856,110856,en,ja
110857,110857,en,ja
110858,110858,en,ja
110859,110859,en,ja
11086,11086,en,ja
110860,110860,en,ja
110861,110861,en,ja
110862,110862,en,ja
110863,110863,en,ja
110864,110864,en,ja
110865,110865,en,ja
110866,110866,en,ja
110867,110867,en,ja
110868,110868,en,ja
110869,110869,en,ja
11087,11087,en,ja
110870,110870,en,ja
110871,110871,en,ja
110872,110872,en,ja
110873,110873,en,ja
110874,110874,en,ja
110875,110875,en,ja
110876,110876,en,ja
110877,110877,en,ja
110878,110878,en,ja
110879,110879,en,ja
11088,11088,en,ja
110880,110880,en,ja
110881,110881,en,ja
110882,110882,en,ja
110883,110883,en,ja
110884,110884,en,ja
110885,110885,en,ja
110886,110886,en,ja
110887,110887,en,ja
110888,110888,en,ja
110889,110889,en,ja
11089,11089,en,ja
110890,110890,en,ja
110891,110891,en,ja
110892,110892,en,ja
110893,110893,en,ja
110894,110894,en,ja
110895,110895,en,ja
110896,110896,en,ja
110897,110897,en,ja
110898,110898,en,ja
110899,110899,en,ja
1109,1109,en,ja
11090,11090,en,ja
110900,110900,en,ja
110901,110901,en,ja
110902,110902,en,ja
110903,110903,en,ja
110904,110904,en,ja
110905,110905,en,ja
110906,110906,en,ja
110907,110907,en,ja
110908,110908,en,ja
110909,110909,en,ja
11091,11091,en,ja
110910,110910,en,ja
110911,110911,en,ja
110912,110912,en,ja
110913,110913,en,ja
110914,110914,en,ja
110915,110915,en,ja
110916,110916,en,ja
110917,110917,en,ja
110918,110918,en,ja
110919,110919,en,ja
11092,11092,en,ja
110920,110920,en,ja
110921,110921,en,ja
110922,110922,en,ja
110923,110923,en,ja
110924,110924,en,ja
110925,110925,en,ja
110926,110926,en,ja
110927,110927,en,ja
110928,110928,en,ja
110929,110929,en,ja
11093,11093,en,ja
110930,110930,en,ja
110931,110931,en,ja
110932,110932,en,ja
110933,110933,en,ja
110934,110934,en,ja
110935,110935,en,ja
110936,110936,en,ja
110937,110937,en,ja
110938,110938,en,ja
110939,110939,en,ja
11094,11094,en,ja
110940,110940,en,ja
110941,110941,en,ja
110942,110942,en,ja
110943,110943,en,ja
110944,110944,en,ja
110945,110945,en,ja
110946,110946,en,ja
110947,110947,en,ja
110948,110948,en,ja
110949,110949,en,ja
11095,11095,en,ja
110950,110950,en,ja
110951,110951,en,ja
110952,110952,en,ja
110953,110953,en,ja
110954,110954,en,ja
110955,110955,en,ja
110956,110956,en,ja
110957,110957,en,ja
110958,110958,en,ja
110959,110959,en,ja
11096,11096,en,ja
110960,110960,en,ja
110961,110961,en,ja
110962,110962,en,ja
110963,110963,en,ja
110964,110964,en,ja
110965,110965,en,ja
110966,110966,en,ja
110967,110967,en,ja
110968,110968,en,ja
110969,110969,en,ja
11097,11097,en,ja
110970,110970,en,ja
110971,110971,en,ja
110972,110972,en,ja
110973,110973,en,ja
110974,110974,en,ja
110975,110975,en,ja
110976,110976,en,ja
110977,110977,en,ja
110978,110978,en,ja
110979,110979,en,ja
11098,11098,en,ja
110980,110980,en,ja
110981,110981,en,ja
110982,110982,en,ja
110983,110983,en,ja
110984,110984,en,ja
110985,110985,en,ja
110986,110986,en,ja
110987,110987,en,ja
110988,110988,en,ja
110989,110989,en,ja
11099,11099,en,ja
110990,110990,en,ja
110991,110991,en,ja
110992,110992,en,ja
110993,110993,en,ja
110994,110994,en,ja
110995,110995,en,ja
110996,110996,en,ja
110997,110997,en,ja
110998,110998,en,ja
110999,110999,en,ja
111,111,en,ja
1110,1110,en,ja
11100,11100,en,ja
111000,111000,en,ja
111001,111001,en,ja
111002,111002,en,ja
111003,111003,en,ja
111004,111004,en,ja
111005,111005,en,ja
111006,111006,en,ja
111007,111007,en,ja
111008,111008,en,ja
111009,111009,en,ja
11101,11101,en,ja
111010,111010,en,ja
111011,111011,en,ja
111012,111012,en,ja
111013,111013,en,ja
111014,111014,en,ja
111015,111015,en,ja
111016,111016,en,ja
111017,111017,en,ja
111018,111018,en,ja
111019,111019,en,ja
11102,11102,en,ja
111020,111020,en,ja
111021,111021,en,ja
111022,111022,en,ja
111023,111023,en,ja
111024,111024,en,ja
111025,111025,en,ja
111026,111026,en,ja
111027,111027,en,ja
111028,111028,en,ja
111029,111029,en,ja
11103,11103,en,ja
111030,111030,en,ja
111031,111031,en,ja
111032,111032,en,ja
111033,111033,en,ja
111034,111034,en,ja
111035,111035,en,ja
111036,111036,en,ja
111037,111037,en,ja
111038,111038,en,ja
111039,111039,en,ja
11104,11104,en,ja
111040,111040,en,ja
111041,111041,en,ja
111042,111042,en,ja
111043,111043,en,ja
111044,111044,en,ja
111045,111045,en,ja
111046,111046,en,ja
111047,111047,en,ja
111048,111048,en,ja
111049,111049,en,ja
11105,11105,en,ja
111050,111050,en,ja
111051,111051,en,ja
111052,111052,en,ja
111053,111053,en,ja
111054,111054,en,ja
111055,111055,en,ja
111056,111056,en,ja
111057,111057,en,ja
111058,111058,en,ja
111059,111059,en,ja
11106,11106,en,ja
111060,111060,en,ja
111061,111061,en,ja
111062,111062,en,ja
111063,111063,en,ja
111064,111064,en,ja
111065,111065,en,ja
111066,111066,en,ja
111067,111067,en,ja
111068,111068,en,ja
111069,111069,en,ja
11107,11107,en,ja
111070,111070,en,ja
111071,111071,en,ja
111072,111072,en,ja
111073,111073,en,ja
111074,111074,en,ja
111075,111075,en,ja
111076,111076,en,ja
111077,111077,en,ja
111078,111078,en,ja
111079,111079,en,ja
11108,11108,en,ja
111080,111080,en,ja
111081,111081,en,ja
111082,111082,en,ja
111083,111083,en,ja
111084,111084,en,ja
111085,111085,en,ja
111086,111086,en,ja
111087,111087,en,ja
111088,111088,en,ja
111089,111089,en,ja
11109,11109,en,ja
111090,111090,en,ja
111091,111091,en,ja
111092,111092,en,ja
111093,111093,en,ja
111094,111094,en,ja
111095,111095,en,ja
111096,111096,en,ja
111097,111097,en,ja
111098,111098,en,ja
111099,111099,en,ja
1111,1111,en,ja
11110,11110,en,ja
111100,111100,en,ja
111101,111101,en,ja
111102,111102,en,ja
111103,111103,en,ja
111104,111104,en,ja
111105,111105,en,ja
111106,111106,en,ja
111107,111107,en,ja
111108,111108,en,ja
111109,111109,en,ja
11111,11111,en,ja
111110,111110,en,ja
111111,111111,en,ja
111112,111112,en,ja
111113,111113,en,ja
111114,111114,en,ja
111115,111115,en,ja
111116,111116,en,ja
111117,111117,en,ja
111118,111118,en,ja
111119,111119,en,ja
11112,11112,en,ja
111120,111120,en,ja
111121,111121,en,ja
111122,111122,en,ja
111123,111123,en,ja
111124,111124,en,ja
111125,111125,en,ja
111126,111126,en,ja
111127,111127,en,ja
111128,111128,en,ja
111129,111129,en,ja
11113,11113,en,ja
111130,111130,en,ja
111131,111131,en,ja
111132,111132,en,ja
111133,111133,en,ja
111134,111134,en,ja
111135,111135,en,ja
111136,111136,en,ja
111137,111137,en,ja
111138,111138,en,ja
111139,111139,en,ja
11114,11114,en,ja
111140,111140,en,ja
111141,111141,en,ja
111142,111142,en,ja
111143,111143,en,ja
111144,111144,en,ja
111145,111145,en,ja
111146,111146,en,ja
111147,111147,en,ja
111148,111148,en,ja
111149,111149,en,ja
11115,11115,en,ja
111150,111150,en,ja
111151,111151,en,ja
111152,111152,en,ja
111153,111153,en,ja
111154,111154,en,ja
111155,111155,en,ja
111156,111156,en,ja
111157,111157,en,ja
111158,111158,en,ja
111159,111159,en,ja
11116,11116,en,ja
111160,111160,en,ja
111161,111161,en,ja
111162,111162,en,ja
111163,111163,en,ja
111164,111164,en,ja
111165,111165,en,ja
111166,111166,en,ja
111167,111167,en,ja
111168,111168,en,ja
111169,111169,en,ja
11117,11117,en,ja
111170,111170,en,ja
111171,111171,en,ja
111172,111172,en,ja
111173,111173,en,ja
111174,111174,en,ja
111175,111175,en,ja
111176,111176,en,ja
111177,111177,en,ja
111178,111178,en,ja
111179,111179,en,ja
11118,11118,en,ja
111180,111180,en,ja
111181,111181,en,ja
111182,111182,en,ja
111183,111183,en,ja
111184,111184,en,ja
111185,111185,en,ja
111186,111186,en,ja
111187,111187,en,ja
111188,111188,en,ja
111189,111189,en,ja
11119,11119,en,ja
111190,111190,en,ja
111191,111191,en,ja
111192,111192,en,ja
111193,111193,en,ja
111194,111194,en,ja
111195,111195,en,ja
111196,111196,en,ja
111197,111197,en,ja
111198,111198,en,ja
111199,111199,en,ja
1112,1112,en,ja
11120,11120,en,ja
111200,111200,en,ja
111201,111201,en,ja
111202,111202,en,ja
111203,111203,en,ja
111204,111204,en,ja
111205,111205,en,ja
111206,111206,en,ja
111207,111207,en,ja
111208,111208,en,ja
111209,111209,en,ja
